,beta,score,forwardPE,currentRatio,profitMargin,debtToEquity,returnOnEquity,longBusinessSummary
IQV,1.329927,-1,2,0,0,0,2,"IQVIA Holdings Inc. provides advanced analytics, technology solutions, and clinical research services to the life sciences industry in the Americas, Europe, Africa, and the Asia-Pacific. It operates through three segments: Technology & Analytics Solutions, Research & Development Solutions, and Contract Sales & Medical Solutions. The Technology & Analytics Solutions segment offers a range of cloud-based applications and related implementation services; real world solutions that enable life sciences and provider customers to generate and disseminate evidence, which informs health care decision making and improves patients' outcomes; and strategic and implementation consulting services, such as advanced analytics and commercial processes outsourcing services. This segment also provides country level performance metrics related to sales of pharmaceutical products, prescribing trends, medical treatment, and promotional activity across various channels, including retail, hospital, and mail order; and measurement of sales or prescribing activity at the regional, zip code, and individual prescriber level. The Research & Development Solutions segment offers project management and clinical monitoring; clinical trial support; virtual trials; and strategic planning and design services, as well as central laboratory, genomic, bioanalytical, ADME, discovery, and vaccine and biomarker laboratory services. The Contract Sales & Medical Solutions segment provides health care provider and patient engagement services, and scientific strategy and medical affairs services. It serves pharmaceutical, biotechnology, device and diagnostic, and consumer health companies. The company has a strategic collaboration with HealthCore, Inc. The company was formerly known as Quintiles IMS Holdings, Inc. and changed its name to IQVIA Holdings Inc. in November 2017. IQVIA Holdings Inc. was founded in 1982 and is headquartered in Durham, North Carolina."
CPRX,1.262664,-1,0,2,2,2,2,"Catalyst Pharmaceuticals, Inc., a commercial-stage biopharmaceutical company, focuses on developing and commercializing therapies for people with rare debilitating, chronic neuromuscular, and neurological diseases in the United States. It offers Firdapse, an amifampridine phosphate tablets for the treatment of patients with lambert-eaton myasthenic syndrome (LEMS); and Ruzurgi for the treatment of pediatric LEMS patients. The company also develops Firdapse for the treatment of MuSK antibody positive myasthenia gravis, and spinal muscular atrophy type 3, as well as to treat hereditary neuropathy with liability to pressure palsies. It has license agreements with BioMarin Pharmaceutical Inc.; and collaboration and license agreement with Endo Ventures Limited for the development and commercialization of generic Sabril tablets. The company was formerly known as Catalyst Pharmaceutical Partners, Inc. and changed its name to Catalyst Pharmaceuticals, Inc. in May 2015. Catalyst Pharmaceuticals, Inc. was founded in 2002 and is based in Coral Gables, Florida."
ACHC,1.249042,-1,0,1,0,2,0,"Acadia Healthcare Company, Inc. provides behavioral healthcare services in the United States and Puerto Rico. The company offers behavioral healthcare services to its patients in various settings, including inpatient psychiatric hospitals, specialty treatment facilities, residential treatment centers, and outpatient clinics. As of March 31, 2022, it operated a network of 238 behavioral healthcare facilities with approximately 10,600 beds. The company was founded in 2005 and is headquartered in Franklin, Tennessee."
AMN,0.268624,-1,0,1,0,2,2,"AMN Healthcare Services, Inc. provides healthcare workforce solutions and staffing services to hospitals and healthcare facilities in the United States. It operates through three segments: Nurse and Allied Solutions, Physician and Leadership Solutions, and Technology and Workforce Solutions. The Nurse and Allied Solutions segment offers travel nurse staffing, rapid response nurse staffing and labor disruption, allied staffing, local staffing, and revenue cycle solutions. The Physician and Leadership Solutions segment provides locum tenens staffing, healthcare interim leadership staffing, executive search, and physician permanent placement solutions. The Technology and Workforce Solutions segment offers language services, vendor management systems, workforce optimization, telehealth, credentialing, and outsourced solutions. The company also provides allied health professionals, such as physical therapists, respiratory therapists, occupational therapists, medical and radiology technologists, lab technicians, speech pathologists, rehabilitation assistants, and pharmacists. It offers its services under the brands, including American Mobile, Nursefinders, NurseChoice, HealthSource Global Staffing, Onward Healthcare, O'Grady Peyton International, Med Travelers, Club Staffing, Staff Care, B.E. Smith, and Merritt Hawkins, as well as AMN Revenue Cycle Solutions and AMN Language Services. The company was founded in 1985 and is based in Dallas, Texas."
AZN,0.097268,-1,2,0,0,2,0,"AstraZeneca PLC, a biopharmaceutical company, focuses on the discovery, development, manufacturing, and commercialization of prescription medicines. Its marketed products include Calquence, Enhertu, Faslodex, Imfinzi, Iressa, Koselugo, Lumoxiti, Lynparza, Orpathys, Tagrisso, and Zoladex for oncology; Brilinta/Brilique, Bydureon/Byetta, BCise, Byetta, Crestor, Evrenzo, Farxiga/Forxiga, Komboglyze/Kombiglyze XR, Lokelma, Onglyza, Qtern, and Xigduo/Xigduo XR for cardiovascular, renal, and metabolism diseases; Bevespi Aerosphere, Breztri Aerosphere, Daliresp/Daxas, Duaklir Genuair, Fasenra, Pulmicort, Saphnelo, Symbicort, and Tudorza/Eklira/Bretaris for respiratory and immunology; and Andexxa/Ondexxya, Kanuma, Soliris, Strensiq, and Ultomiris for rare diseases. The company's marketed products also comprise Synagis for respiratory syncytial virus; Fluenz Tetra/FluMist Quadrivalent for Influenza; Seroquel IR/Seroquel XR for schizophrenia bipolar disease; Nexium, and Losec/Prilosec for gastroenterology; and Vaxzevria and Evusheld for covid-19. The company serves primary care and specialty care physicians through distributors and local representative offices in the United Kingdom, rest of Europe, the Americas, Asia, Africa, and Australasia. It has a collaboration agreement with Regeneron Pharmaceuticals, Inc. to research, develop, and commercialize small molecule medicines for obesity; Neurimmune AG to develop and commercialize NI006; Ionis Pharmaceuticals, Inc. to develop eplontersen, a liver-targeted antisense therapy in Phase III development for the treatment of transthyretin amyloidosis; Proteros Biostructures GmbH to jointly discover novel small molecules for the treatment of hematological cancers; Sierra Oncology, Inc. to develop and commercialize AZD5153. The company was formerly known as Zeneca Group PLC and changed its name to AstraZeneca PLC in April 1999. AstraZeneca PLC was incorporated in 1992 and is headquartered in Cambridge, the United Kingdom."
524804,-1.0,-1,-1,-1,-1,-1,-1,-1
ACB,3.043331,-1,0,2,0,2,0,"Aurora Cannabis Inc. produces, distributes, and sells cannabis and cannabis derivative products in Canada and internationally. It also engages in facility engineering and design, cannabis breeding, research, production, derivatives, product development, wholesale, and retail distribution activities. The company produces various strains of dried cannabis, cannabis oil and capsules, and topical kits for medical patients. It also sells vaporizers; consumable vaporizer accessories; and herb mills for using CanniMed herbal cannabis products, as well as grinders and vaporizer lockable containers. In addition, the company engages in the development of medical cannabis products at various stages of development, including oral, topical, edible, and inhalable products; and operation of CanvasRX, a network of cannabis counseling and outreach centers. Further, it provides patient counselling services; design and construction services; and cannabis analytical product testing services. The company's brand portfolio includes Aurora, Aurora Drift, San Rafael '71, Daily Special, AltaVie, MedReleaf, CanniMed, Whistler, Woodstock, and WMMC. Aurora Cannabis Inc. is headquartered in Edmonton, Canada."
BAX,0.683695,-1,2,2,0,1,0,"Baxter International Inc., through its subsidiaries, develops and provides a portfolio of healthcare products worldwide. The company offers peritoneal dialysis and hemodialysis, and additional dialysis therapies and services; intravenous therapies, infusion pumps, administration sets, and drug reconstitution devices; remixed and oncology drug platforms, inhaled anesthesia and critical care products and pharmacy compounding services; parenteral nutrition therapies and related products; biological products and medical devices used in surgical procedures for hemostasis, tissue sealing and adhesion prevention; and continuous renal replacement therapies and other organ support therapies focused in the intensive care unit. It also provides connected care solutions, including devices, software, communications, and integration technologies; integrated patient monitoring and diagnostic technologies to help diagnose, treat, and manage a various illness and diseases, including respiratory therapy, cardiology, vision screening, and physical assessment; surgical video technologies, tables, lights, pendants, precision positioning devices and other accessories. In addition, the company offers contracted services to various pharmaceutical and biopharmaceutical companies. Its products are used in hospitals, kidney dialysis centers, nursing homes, rehabilitation centers, doctors' offices, and patients at home under physician supervision. The company sells its products through direct sales force, as well as through independent distributors, drug wholesalers, and specialty pharmacy or other alternate site providers in approximately 100 countries. It has an agreement with Celerity Pharmaceutical, LLC to develop acute care generic injectable premix and oncolytic molecules. Baxter International Inc. was incorporated in 1931 and is headquartered in Deerfield, Illinois."
CSII,0.936143,-1,0,2,0,2,0,"Cardiovascular Systems, Inc., a medical device company, develops and commercializes solutions to treat peripheral and coronary artery diseases in the United States and internationally. The company offers peripheral artery disease products, which are catheter-based platforms to treat various plaque types in above and below the knee, including calcified plaque, as well as address various limitations related with surgical, catheter, and pharmacological treatment alternatives; and peripheral support products. It also provides Diamondback 360 Coronary orbital atherectomy systems (OAS), a coronary artery disease (CAD) product designed to facilitate stent delivery in patients with CAD who are acceptable candidates for percutaneous transluminal coronary angioplasty or stenting due to severely calcified coronary artery lesions. The company has a partnership with Chansu Vascular Technologies, LLC to develop peripheral and coronary everolimus drug-coated balloons. The company was formerly known as Shturman Cardiology Systems, Inc. and changed its name to Cardiovascular Systems, Inc. in January 2003. Cardiovascular Systems, Inc. was founded in 1989 and is headquartered in Saint Paul, Minnesota."
CNC,0.47765,-1,2,1,0,2,0,"Centene Corporation operates as a multi-national healthcare enterprise that provides programs and services to under-insured and uninsured individuals in the United States. Its Managed Care segment offers health plan coverage to individuals through government subsidized programs, including Medicaid, the State children's health insurance program, long-term services and support, foster care, and medicare-medicaid plans, which cover dually eligible individuals, as well as aged, blind, or disabled programs. Its health plans include primary and specialty physician care, inpatient and outpatient hospital care, emergency and urgent care, prenatal care, laboratory and X-ray, home-based primary care, transportation assistance, vision care, dental care, telehealth, immunization, specialty pharmacy, therapy, social work, nurse advisory, and care coordination services, as well as prescriptions and limited over-the-counter drugs, medical equipment, and behavioral health and abuse services. This segment also offers various individual, small group, and large group commercial healthcare products to employers and directly to members. The company's Specialty Services segment provides pharmacy benefits management services; nurse advice line and after-hours support services; vision and dental services, as well as staffing services to correctional systems and other government agencies; and services to Military Health System eligible beneficiaries. This segment offers its services and products to state programs, correctional facilities, healthcare organizations, employer groups, and other commercial organizations. The company provides its services through primary and specialty care physicians, hospitals, and ancillary providers. Centene Corporation was founded in 1984 and is headquartered in St. Louis, Missouri."
ILMN,1.097488,-1,0,1,1,2,0,"Illumina, Inc. provides sequencing and array-based solutions for genetic and genomic analysis. Its products and services serve customers in a range of markets enabling the adoption of genomic solutions in research and clinical settings for applications in the life sciences, oncology, reproductive health, agriculture, and other emerging segments. The company provides instruments and consumables used in genetic analysis; and genotyping and sequencing services, instrument service contracts, and development and licensing agreements, as well as cancer detection testing services. Its customers include genomic research centers, academic institutions, government laboratories, and hospitals, as well as pharmaceutical, biotechnology, commercial molecular diagnostic laboratories, and consumer genomics companies. The company markets and distributes its products directly to customers in North America, Europe, Latin America, and the Asia-Pacific region, as well as sells through life-science distributors in various markets within Europe, the Asia-Pacific region, Latin America, the Middle East, and Africa. The company was incorporated in 1998 and is based in San Diego, California."
500087,-1.0,-1,-1,-1,-1,-1,-1,-1
CVS,0.757769,-1,2,0,0,1,0,"CVS Health Corporation provides health services in the United States. The company's Health Care Benefits segment offers traditional, voluntary, and consumer-directed health insurance products and related services. It serves employer groups, individuals, college students, part-time and hourly workers, health plans, health care providers, governmental units, government-sponsored plans, labor groups, and expatriates. Its Pharmacy Services segment offers pharmacy benefit management solutions, including plan design and administration, formulary management, retail pharmacy network management, mail order pharmacy, specialty pharmacy and infusion, clinical, and disease and medical spend management services. It serves employers, insurance companies, unions, government employee groups, health plans, prescription drug plans, Medicaid managed care plans, plans offered on public health insurance and private health insurance exchanges, other sponsors of health benefit plans, and individuals. This segment operates retail specialty pharmacy stores; and specialty mail-order, mail-order dispensing, and compounding pharmacies, as well as branches for infusion and enteral nutrition services. The company's Retail/LTC segment sells prescription and over-the-counter drugs, consumer health and beauty products, and personal care products; and provides health care services through its MinuteClinic walk-in medical clinics. This segment also distributes prescription drugs; and provides related pharmacy consulting and other ancillary services to care facilities and other care settings. As of December 31, 2021, it operated approximately 9,900 retail locations and 1,200 MinuteClinic locations, as well as online retail pharmacy websites, LTC pharmacies, and onsite pharmacies. The company was formerly known as CVS Caremark Corporation and changed its name to CVS Health Corporation in September 2014. CVS Health Corporation was founded in 1963 and is headquartered in Woonsocket, Rhode Island."
500124,-1.0,-1,-1,-1,-1,-1,-1,-1
GMED,1.154533,-1,0,2,1,-1,0,"Globus Medical, Inc., a medical device company, develops and commercializes healthcare solutions for patients with musculoskeletal disorders in the United States and internationally. It offers spine products, such as traditional fusion implants comprising pedicle screw and rod systems, plating systems, intervertebral spacers, and corpectomy devices for treating degenerative, deformity, tumors, and trauma conditions; treatment options for motion preservation technologies that consist of dynamic stabilization, total disc replacement, and interspinous distraction devices; interventional pain management solutions to treat vertebral compression fractures; and regenerative biologic products comprising of allografts and synthetic alternatives. The company also offers products for the treatment of orthopedic trauma, including fracture plates, compression screws, intramedullary nails, and external fixation systems; and hip and knee joint solutions, including modular hip stems and acetabular cups, as well as posterior stabilizing and cruciate retaining knee arthroplasty implants. In addition, it distributes human cell, tissue, and cellular and tissue-based products. Globus Medical, Inc. was incorporated in 2003 and is headquartered in Audubon, Pennsylvania."
532482,-1.0,-1,-1,-1,-1,-1,-1,-1
GEG,1.181779,-1,2,2,0,1,0,"Great Elm Group, Inc. engages in the durable medical equipment and investment management businesses. The company distributes respiratory care equipment, including positive air pressure equipment and supplies, ventilators and oxygen equipment, and replacement parts, as well as provides sleep study services; and rents medical equipment. It also offers investment management services. The company was formerly known as Great Elm Capital Group, Inc. and changed its name to Great Elm Group, Inc. in December 2020. Great Elm Group, Inc. was founded in 1994 and is headquartered in Waltham, Massachusetts."
HYPE3,-1.0,-1,-1,-1,-1,-1,-1,-1
ZGNX,-1.0,-1,-1,-1,-1,-1,-1,-1
